district,d_pct,r_pct,margin,margin_int
1,0.6639118070975703,0.3360881929024297,0.32782361419514056,D+32.78
2,0.6839763590729389,0.31602364092706103,0.3679527181458778,D+36.8
3,0.9672164467857302,0.0327835532142698,0.9344328935714603,D+93.44
4,0.9111153554801972,0.056387737168891575,0.8547276183113056,D+85.47
5,0.9238318225385674,0.07616817746143273,0.8476636450771347,D+84.77
6,0.9119974217653023,0.08800257823469768,0.8239948435306046,D+82.4
7,0.9742422812544427,0.025757718745557264,0.9484845625088855,D+94.85
8,0.9578746905351362,0.04197295753189868,0.9159017330032375,D+91.59
9,0.9414703598774583,0.058529640122541714,0.8829407197549166,D+88.29
10,0.7977072556969104,0.1653292324898644,0.632378023207046,D+63.24
11,0.5171533803663194,0.46189206355889706,0.055261316807422356,D+5.53
12,0.6638319327731093,0.33616806722689074,0.3276638655462185,D+32.77
13,0.6040611501097128,0.3958467040482833,0.20821444606142953,D+20.82
14,0.5953137887505952,0.35681044365340836,0.2385033450971868,D+23.85
15,0.618020336346002,0.38196753050520066,0.2360528058408013,D+23.61
16,0.6379218126178786,0.3620781873821213,0.27584362523575734,D+27.58
17,0.4398074261015159,0.5246344322088076,-0.08482700610729166,R+8.48
18,0.6335463450750942,0.3664536549249058,0.26709269015018844,D+26.71
20,0.46588377756862986,0.5341162224313702,-0.06823244486274038,R+6.82
21,0.5938444569850244,0.40615554301497575,0.18768891397004867,D+18.77
22,0.6037181241095119,0.3462549417079575,0.25746318240155436,D+25.75
23,0.5032641250309643,0.496584629294498,0.006679495736466312,D+0.67
24,0.4494912269419627,0.5502529956318718,-0.1007617686899091,R+10.08
25,0.5409588880139379,0.45904111198606223,0.08191777602787564,D+8.19
26,0.5936771948757844,0.4063228051242156,0.18735438975156882,D+18.74
27,0.7673678849379483,0.23263211506205173,0.5347357698758965,D+53.47
28,0.6637929067089845,0.33620709329101517,0.32758581341796933,D+32.76
29,0.7127852193706289,0.25429513022412537,0.4584900891465035,D+45.85
30,0.4612703067934891,0.5387296932065109,-0.07745938641302175,R+7.75
31,0.5619525124007995,0.3883644044239113,0.17358810797688817,D+17.36
32,0.363349434865556,0.6366505651344441,-0.2733011302688881,R+27.33
33,0.3003409284934295,0.6996590715065705,-0.39931814301314095,R+39.93
34,0.885480572597137,0.11451942740286299,0.770961145194274,D+77.1
35,0.8381765233369767,0.16182347666302346,0.6763530466739532,D+67.64
36,0.28142757963678294,0.718572420363217,-0.43714484072643406,R+43.71
37,0.6062576610641348,0.3575301768017784,0.2487274842623564,D+24.87
38,0.4233992967536184,0.5766007032463816,-0.15320140649276315,R+15.32
39,0.4227617807708585,0.5039994992827446,-0.08123771851188605,R+8.12
40,0.4651337984594759,0.5348662015405241,-0.06973240308104822,R+6.97
41,0.43557188616888876,0.5644281138311114,-0.1288562276622226,R+12.89
42,0.323592417677791,0.6358275765673578,-0.31223515888956677,R+31.22
43,0.3282755695009133,0.671656280967895,-0.3433807114669817,R+34.34
44,0.3135422878699139,0.686457712130086,-0.3729154242601721,R+37.29
45,0.3796624958870575,0.6203375041129424,-0.2406750082258849,R+24.07
46,0.30657360268225115,0.6934263973177488,-0.38685279463549765,R+38.69
47,0.27004877654466997,0.6816427867134683,-0.4115940101687984,R+41.16
48,0.5383013022744968,0.461698697725503,0.07660260454899381,D+7.66
49,0.6798551166968435,0.3201448833031564,0.35971023339368713,D+35.97
50,0.5203473094938879,0.4796526905061122,0.040694618987775655,D+4.07
51,0.33760958404832914,0.6092250195684161,-0.271615435520087,R+27.16
52,0.5234244191235713,0.44709457431400706,0.07632984480956423,D+7.63
53,0.7866185133331389,0.16434052840693367,0.6222779849262052,D+62.23
54,0.7762771793610003,0.22372282063899976,0.5525543587220005,D+55.26
55,0.7471537895163426,0.2141429759826589,0.5330108135336837,D+53.3
56,0.38848638597239993,0.5826798791009469,-0.19419349312854695,R+19.42
57,0.4361646443016893,0.5638353556983108,-0.1276707113966215,R+12.77
58,0.278517169291909,0.7214828307080909,-0.44296566141618193,R+44.3
59,0.3323459228174113,0.6676540771825886,-0.3353081543651773,R+33.53
60,0.6931097960991358,0.2503409117869699,0.44276888431216593,D+44.28
61,0.4468599033816425,0.49387298220808296,-0.04701307882644046,R+4.7
62,0.47135749822316986,0.48338308457711443,-0.012025586353944573,R+1.2
63,0.3326309359943296,0.6096666802004157,-0.2770357442060861,R+27.7
64,0.4760951144410834,0.5239048855589166,-0.04780977111783319,R+4.78
65,0.34557086550756516,0.60500677258688,-0.2594359070793148,R+25.94
66,0.4705244554342035,0.5294755445657965,-0.05895108913159297,R+5.9
67,0.5469804309969234,0.4526281109512456,0.09435232004567778,D+9.44
68,0.7313922701778869,0.2132275587527076,0.5181647114251793,D+51.82
69,0.6838791913368971,0.3158569470418843,0.36802224429501285,D+36.8
70,0.3197548186304735,0.6325714718817066,-0.3128166532512331,R+31.28
71,0.41202197401302204,0.5579034633346712,-0.14588148932164918,R+14.59
72,0.4150679456434852,0.5849320543565147,-0.16986410871302954,R+16.99
73,0.32397803589575913,0.6369208026976715,-0.31294276680191235,R+31.29
74,0.3068154256609265,0.6450510440323683,-0.33823561837144184,R+33.82
75,0.7630181886279747,0.23689241117302737,0.5261257774549473,D+52.61
76,0.5673452661343674,0.3872976485486141,0.18004761758575333,D+18.0
77,0.3418428950405434,0.6581571049594567,-0.3163142099189133,R+31.63
78,0.3254257918904345,0.6745612877047534,-0.3491354958143189,R+34.91
79,0.39027703796627133,0.5819121781144782,-0.19163514014820682,R+19.16
